Subjek;Clip;Fase;HR;HRV;RMSSD;SDNN;SDSD;pNN50;pNN20;NN20;HRV_pLF;HRV_pHF;HRV_LF_HF_Ratio;HRV_VLF;HRV_LF;HRV_HF;SCL_Mean;SCL_STD;SCL_Skewness;SCL_Kurtosis;SCR_Number;SCR_Amplitude_Mean;SCR_Amplitude_STD;SCR_Amplitude_Max;SCR_Amplitude_Min;SCR_Duration_Mean;SCR_Duration_STD;SCR_Duration_Max;SCR_Duration_Min;SCR_Frequency;SCL_Variance;SCL_Slope;GSR_Mean;GSR_STD;GSR_Skewness;GSR_Kurtosis;GSR_Max;GSR_Min;GSR_Power_VLF;GSR_Power_LF;GSR_Power_HF;GSR_LF_HF_Ratio;GSR_Trend_Slope
17;4;1;75.87253414;5.069299245;0.036036768;0.046640755;0.036030433;0.148648649;0.602739726;44;59.22966485;40.77033515;1.452763747;0.553987412;0.975017835;0.671146865;3.603190481;0.738585008;-2.131723903;10.59920001;5;1.115235607;1.516822504;3.744194133;0.092146933;5.502;2.309495616;9.39;3.73;5.000833472;0.545507814;-0.002504052;3.603190481;0.738585008;-2.131723903;10.59920001;5.019041873;0.000440382;0.290814928;0.459479081;0.302921276;1.516826708;-0.002504052
17;5;1;76.99901283;4.411939122;0.029453904;0.034521239;0.029453904;0.090909091;0.513157895;39;61.41060347;38.58939653;1.591385432;0.476486575;1.001893065;0.629572852;3.066695888;1.23369332;0.155599399;2.328602255;5;1.001335788;1.913888489;4.209326286;-0.515947177;5.902;3.300571163;11.03;3.45;4.919645786;1.521999208;-0.052442123;3.066695888;1.23369332;0.155599399;2.328602255;5.574221464;0.00050884;2.184730216;0.625755827;0.226859763;2.75833765;-0.052442123
17;6;1;77.59907146;5.01552801;0.038138504;0.054994023;0.038137619;0.181818182;0.526315789;40;75.66271416;24.33728584;3.108921621;0.723347927;1.100108011;0.353855177;2.739823669;0.964474344;-0.371732549;2.650048822;4;0.931051158;1.799962889;3.576988214;-0.264138299;6.0525;3.896779653;9.88;1.86;3.93442623;0.93021076;-0.011309031;2.739823669;0.964474344;-0.371732549;2.650048822;4.734126916;0.000446692;1.097085414;0.553633275;0.179516561;3.084023407;-0.011309031
17;7;1;75.46536978;5.40962142;0.033043787;0.036855514;0.033042682;0.162162162;0.561643836;41;55.84313039;44.15686961;1.264653289;0.635270906;0.856939049;0.677607892;2.71074031;1.058181355;-0.02025184;2.174348969;5;0.637319854;1.422924524;3.105367385;-0.482211005;5.774;4.389855351;11.99;1.37;4.916420846;1.11974778;-0.044445748;2.71074031;1.058181355;-0.02025184;2.174348969;4.824821828;0.000384545;1.81625349;0.310932524;0.101656941;3.058645299;-0.044445748
17;8;1;79.93421053;4.805648046;0.030923292;0.055696392;0.03091091;0.075;0.556962025;44;70.37102356;29.62897644;2.375074404;0.846404822;0.920203985;0.387442172;3.89340875;1.803302914;-0.226461759;1.827109787;5;1.381584448;1.751859539;3.418695694;-0.48787284;7.206;3.813375145;11.31;3.21;4.918032787;3.251901401;0.07971204;3.89340875;1.803302914;-0.226461759;1.827109787;7.247347429;0.000291323;4.822979216;1.246822887;0.342175945;3.643806367;0.07971204
17;9;1;76.94870087;5.213821756;0.036562851;0.061263197;0.036561904;0.184210526;0.6;45;72.32319441;27.67680559;2.613133737;1.008932142;0.854666006;0.327065544;5.073096712;0.927110612;-3.311818627;17.87969136;4;1.385823943;1.665714099;3.695287032;-0.11711045;7.2125;2.302540264;8.94;3.86;3.933781347;0.859534088;0.027495793;5.073096712;0.927110612;-3.311818627;17.87969136;6.691568821;0.000445561;0.449117305;0.67791515;0.437155509;1.550741408;0.027495793
17;10;1;75.48419136;5.430715251;0.03442867;0.051234585;0.034416017;0.186666667;0.540540541;40;68.96425418;31.03574582;2.222091088;0.743614645;0.983755488;0.442716095;6.418372074;1.154645374;-3.214867379;16.99656756;4;1.547806184;3.06868712;6.131129975;-0.375560743;6.3225;3.785246579;10.17;2.48;3.93442623;1.333205939;-0.014749777;6.418372074;1.154645374;-3.214867379;16.99656756;8.195697191;0.000740762;1.007480456;0.951706195;0.599067123;1.588647013;-0.014749777
17;11;1;77.35368957;5.223761103;0.034737108;0.055282421;0.03473071;0.16;0.540540541;40;69.43685382;30.56314618;2.271914463;1.050684318;0.815562267;0.35897578;6.810978964;1.155380087;-3.818619695;21.64155767;3;2.125069765;3.79759579;6.48761888;-0.440727483;7.286666667;3.345838211;10.34;3.71;2.999500083;1.334903146;-0.00614068;6.810978964;1.155380087;-3.818619695;21.64155767;8.604626419;0.000797731;0.632255373;1.070459296;0.812275212;1.317852965;-0.00614068
17;12;1;77.35368957;5.223761103;0.034737108;0.055282421;0.03473071;0.16;0.540540541;40;69.43685382;30.56314618;2.271914463;1.050684318;0.815562267;0.35897578;6.810978964;1.155380087;-3.818619695;21.64155767;3;2.125069765;3.79759579;6.48761888;-0.440727483;7.286666667;3.345838211;10.34;3.71;2.999500083;1.334903146;-0.00614068;6.810978964;1.155380087;-3.818619695;21.64155767;8.604626419;0.000797731;0.632255373;1.070459296;0.812275212;1.317852965;-0.00614068
17;13;1;77.87021631;4.985646205;0.031888605;0.051983662;0.03188834;0.116883117;0.513157895;39;77.41710631;22.58289369;3.428130485;1.046418067;0.873933775;0.254930137;8.728631637;1.403525144;-4.617506293;26.81895869;6;1.421266038;3.192785542;7.732727344;-1.296392924;6.135;4.301287017;12.13;2;5.900672021;1.969882831;0.014629097;8.728631637;1.403525144;-4.617506293;26.81895869;10.27074679;0.000968637;0.493792914;1.786287768;1.371836793;1.302113908;0.014629097
17;14;1;77.68924303;5.150269502;0.035965351;0.049066231;0.035941896;0.194805195;0.618421053;47;68.77319094;31.22680906;2.202376516;0.403998923;1.206472856;0.547804995;7.009478808;1.262425423;-2.79707582;16.68888566;6;1.509679301;2.903139422;7.362682222;-0.325511934;4.848333333;2.720833818;10.06;2.57;5.900672021;1.593717948;-0.007829635;7.009478808;1.262425423;-2.79707582;16.68888566;9.773811896;0.000896131;0.624656934;1.447880897;0.938793606;1.542278182;-0.007829635
17;15;1;81.23201895;4.032668154;0.023357432;0.035907651;0.023340619;0.025316456;0.358974359;28;69.41213369;30.58786631;2.269270206;0.796887966;0.970573726;0.427703022;8.790952796;1.535744574;-3.918266826;21.23212219;4;2.306737322;3.670637845;7.6299416;-0.288867865;6.44;3.528049508;9.94;2.92;4.000666778;2.358511398;0.005653453;8.790952796;1.535744574;-3.918266826;21.23212219;10.84749063;0.00075112;1.276511294;1.849622328;1.329910152;1.390787435;0.005653453
17;16;1;80.05404492;4.154738299;0.029850053;0.058847555;0.029843169;0.102564103;0.415584416;32;77.17465716;22.82534284;3.381095201;1.384774494;0.644678626;0.190671539;8.160795884;1.441333044;-3.219413686;18.57802416;4;2.153427532;4.20489649;8.442967349;-0.27927972;7.935;3.54376918;11.37;3.75;3.999333444;2.077440944;-0.015325957;8.160795884;1.441333044;-3.219413686;18.57802416;11.14237746;0.0009531;0.941298466;1.796605695;1.179849352;1.522741604;-0.015325957
17;17;0;80.87615838;3.057449811;0.022218706;0.033395125;0.022217263;0.025316456;0.320512821;25;73.71530755;26.28469245;2.804495722;0.80959964;1.021832801;0.364355272;7.134379759;1.935311754;-0.564037506;4.115545819;3;2.734019392;5.03659851;8.533949684;-0.537336392;8.263333333;3.931619683;10.86;3.74;3;3.745431585;-0.071036168;7.134379759;1.935311754;-0.564037506;4.115545819;11.29763406;0.001046322;4.663622858;1.8698432;1.033442853;1.809333912;-0.071036168
17;18;0;80.41547998;3.628116897;0.022570644;0.029622363;0.022569242;0.018867925;0.329113924;52;65.74986937;34.25013063;1.919696893;0.664971381;0.986757928;0.514017568;8.18699237;3.780623622;-0.241124887;2.026213487;5;2.231852445;5.473990068;11.99823116;-0.680163209;7.42;4.018220999;10.85;2.38;2.5;14.29311497;-0.098495688;8.18699237;3.780623622;-0.241124887;2.026213487;15.86577699;0.001456592;24.84266406;3.243634009;0.558579404;5.806934492;-0.098495688
17;19;0;80.35714286;3.864265411;0.0241075;0.033312493;0.024107464;0.037656904;0.357142857;85;66.4469538;33.5530462;1.980355327;0.933595303;1.298010553;0.655443261;8.433291083;5.352988832;0.116022119;1.58961148;5;2.779663465;6.706631489;14.75618502;-0.687969411;7.404;4.05176875;10.83;2.28;1.666666667;28.65448943;-0.097631009;8.433291083;5.352988832;0.116022119;1.58961148;19.55707461;0.001788046;54.02245967;2.792835966;0.52906817;5.278782819;-0.097631009
17;20;0;80.35490081;3.8828512;0.023575398;0.030602734;0.02357521;0.034482759;0.380503145;121;63.82306068;36.17693932;1.764191827;0.66274249;0.953238849;0.540326077;8.342450862;5.914685501;0.444354959;1.729338458;5;3.113080062;7.458489262;16.43681315;-0.692853714;7.394;4.077245394;10.83;2.21;1.250052086;34.98350458;-0.080812626;8.342450862;5.914685501;0.444354959;1.729338458;21.80664232;0.001990026;66.63868675;2.83804996;0.485198306;5.849257766;-0.080812626
17;21;0;80.55972014;3.779472002;0.023196114;0.032629094;0.023196101;0.034825871;0.369077307;148;65.44824845;34.55175155;1.894209281;1.309990919;1.396696395;0.737350624;7.487423151;5.611494411;0.771693478;2.177806658;5;3.121958022;7.477579582;16.47990618;-0.692853714;7.394;4.077245394;10.83;2.21;0.996677741;31.48886952;-0.055334505;7.487423151;5.611494411;0.771693478;2.177806658;21.86432355;0.001995205;60.66278433;1.883423517;0.422283984;4.460087493;-0.055334505
18;0;1;76.99454187;4.978194681;0.063949554;0.072557799;0.063943722;0.172727273;0.529680365;116;73.10526601;26.89473399;2.718200003;1.065885062;1.338938486;0.49258277;7.012196098;1.066333002;-2.30897437;13.04811595;5;1.471879012;2.777379063;6.416569858;-0.199570305;6.432;3.265948561;10.32;2.59;1.731601732;1.137066071;-0.007848517;7.012196098;1.066333002;-2.30897437;13.04811595;8.556895196;0.000766657;1.439946414;0.406040508;0.354550298;1.145226812;-0.007848517
18;1;1;76.11417126;4.470308021;0.103266645;0.075505109;0.103266301;0.146666667;0.527027027;39;24.23534382;75.76465618;0.319876642;0.805183995;0.185100896;0.578663369;5.739179084;1.736289341;-0.612934544;3.13607985;3;2.019286022;4.046579548;6.690849577;-0.40121003;8.126666667;3.823222899;10.75;3.74;2.953724975;3.014700677;-0.06728789;5.739179084;1.736289341;-0.612934544;3.13607985;8.940744496;0.000787373;4.187341448;1.360063102;0.445922062;3.05000182;-0.06728789
18;2;1;75.76009304;4.735214203;0.02797618;0.042489;0.027975863;0.04;0.581081081;43;73.29460007;26.70539993;2.744561035;0.450632721;1.273916659;0.46416044;2.015972369;0.418644499;-1.965346482;10.01219032;2;0.951076586;1.512620782;2.020660998;-0.118507826;6.96;4.624478349;10.23;3.69;1.966890674;0.175263216;-0.009280029;2.015972369;0.418644499;-1.965346482;10.01219032;2.699617451;0.000233223;0.169011446;0.118208371;0.054980778;2.149994526;-0.009280029
18;3;1;80.1737097;3.587119353;0.022557942;0.040970836;0.022442577;0.037974684;0.346153846;27;48.55276048;51.44723952;0.943738885;0.749291466;0.66082176;0.700216734;1.662750325;0.642681387;-0.253036818;2.039624431;4;0.451834235;1.071778736;2.057341966;-0.130784447;6.7025;2.649545559;10.09;3.65;3.933781347;0.413039365;-0.027888827;1.662750325;0.642681387;-0.253036818;2.039624431;2.722461291;0.00024876;0.64949694;0.13980202;0.035517796;3.936111958;-0.027888827
18;4;1;77.27044656;3.354836569;0.024920928;0.04066864;0.024870858;0.026315789;0.346666667;26;72.08969707;27.91030293;2.582906293;0.481428312;1.217845188;0.471501886;2.346757842;0.786904619;-0.34949055;2.609167344;3;0.910382572;1.753792988;2.93538425;-0.119894658;6.943333333;3.336709956;10.34;3.67;3;0.61921888;-0.032876217;2.346757842;0.786904619;-0.34949055;2.609167344;3.873647605;0.000343113;0.89727087;0.254175046;0.099242065;2.561162416;-0.032876217
18;5;1;77.80548628;3.937357449;0.025634798;0.032580503;0.025629534;0.051948052;0.355263158;27;75.19726011;24.80273989;3.031812633;0.111347828;1.517514819;0.500530542;1.499250792;0.343907464;-1.463076833;7.140402333;2;0.653578826;0.917570928;1.302399451;0.0047582;6.77;4.42648845;9.9;3.64;1.967858314;0.118272344;-0.007110078;1.499250792;0.343907464;-1.463076833;7.140402333;1.905242431;0.00015667;0.138314885;0.065916404;0.027024165;2.439165233;-0.007110078
18;6;1;73.72965792;4.304652415;0.029678644;0.054517607;0.029663149;0.068493151;0.5;36;79.31871849;20.68128151;3.835290306;1.195576647;0.787477422;0.205324072;2.303795257;0.850185817;-0.140461645;2.106240095;2;1.387779045;2.160085715;2.915190301;-0.139632212;6.87;4.511341264;10.06;3.68;1.967858314;0.722815923;-0.036544115;2.303795257;0.850185817;-0.140461645;2.106240095;3.867634794;0.000348292;1.099297604;0.26360792;0.077703867;3.392468472;-0.036544115
18;7;1;74.1730705;4.042084367;0.114407347;0.122281991;0.114356079;0.232876712;0.513888889;37;52.52474162;47.47525838;1.106360311;1.380316467;0.335213968;0.302988064;2.045572663;0.555131945;-1.313134318;4.802586469;3;0.455153935;0.762565976;1.32440228;-0.101176251;6.78;3.368426933;10.47;3.87;3;0.308171476;-0.009292617;2.045572663;0.555131945;-1.313134318;4.802586469;2.653289688;0.000135954;0.510022577;0.076978189;0.02904998;2.649853404;-0.009292617
18;8;1;69.13580247;5.633674655;0.13973059;0.113387992;0.139706236;0.304347826;0.720588235;49;59.75763828;40.24236172;1.48494362;0.264534113;0.962078981;0.647889232;1.961309414;0.51524238;-1.265716132;4.614159487;2;0.884708895;1.335570199;1.82909964;-0.05968185;7.555;5.451793283;11.41;3.7;1.966890674;0.265474711;-0.015868592;1.961309414;0.51524238;-1.265716132;4.614159487;2.500742121;0.000218818;0.381975923;0.106449798;0.03767392;2.825556737;-0.015868592
18;9;1;72.14428858;5.138436601;0.112149297;0.102428837;0.112149297;0.253521127;0.528571429;37;67.90147517;32.09852483;2.115407968;0.564141151;0.956733882;0.452269206;2.412936485;1.114396948;0.14866985;1.581128014;4;0.646772297;0.761497841;1.548235367;-0.099403263;7.08;3.193389004;10.09;3.65;3.936362145;1.241880559;0.052448235;2.412936485;1.114396948;0.14866985;1.581128014;3.965274347;0.000187744;1.971753013;0.305187724;0.14954903;2.040720186;0.052448235
18;10;1;70.30863179;4.611264003;0.081407265;0.08342904;0.081371032;0.2;0.507246377;35;68.40705284;31.59294716;2.165263421;0.631686565;0.936829773;0.432663187;4.813945808;1.128940204;-1.355769942;7.045855469;4;1.428046646;1.700233173;3.45843032;-0.027650283;7.26;3.336794869;10.15;3.7;3.935716628;1.274505984;0.047346652;4.813945808;1.128940204;-1.355769942;7.045855469;6.792750466;0.000419666;1.241226491;0.736503381;0.445570779;1.652943631;0.047346652
18;11;1;75.84695769;4.261610729;0.029977469;0.06357302;0.029962541;0.148648649;0.534246575;39;80.1869584;19.8130416;4.047180641;1.548006867;0.53620693;0.132489004;4.968799729;0.879414557;-3.575937467;19.09380776;5;1.049964284;1.926287709;4.446706814;-0.232012712;6.228;3.817632774;10.74;2.72;5;0.773369963;0.009942281;4.968799729;0.879414557;-3.575937467;19.09380776;6.206616541;0.000518067;0.412846968;0.634672893;0.481964152;1.316846678;0.009942281
18;12;1;75.84695769;4.261610729;0.029977469;0.06357302;0.029962541;0.148648649;0.534246575;39;80.1869584;19.8130416;4.047180641;1.548006867;0.53620693;0.132489004;4.968799729;0.879414557;-3.575937467;19.09380776;5;1.049964284;1.926287709;4.446706814;-0.232012712;6.228;3.817632774;10.74;2.72;5;0.773369963;0.009942281;4.968799729;0.879414557;-3.575937467;19.09380776;6.206616541;0.000518067;0.412846968;0.634672893;0.481964152;1.316846678;0.009942281
18;13;1;72.6127321;6.223334632;0.088749022;0.094571953;0.088740219;0.194444444;0.732394366;52;60.95425859;39.04574141;1.561098763;1.07695323;0.589622941;0.377697399;2.495871797;0.84956865;-0.345226607;2.446230378;2;1.418711268;2.136750726;2.929622196;-0.092199661;6.9;4.553767671;10.12;3.68;1.965280052;0.721766891;-0.031018079;2.495871797;0.84956865;-0.345226607;2.446230378;3.906617593;0.000352339;1.078177908;0.219556347;0.127884339;1.716835299;-0.031018079
18;14;1;74.01233539;4.651286735;0.029839755;0.064500808;0.029839755;0.123287671;0.527777778;38;82.74265942;17.25734058;4.794635595;1.263828313;0.781147849;0.162921213;3.571230662;0.686249914;-3.236001702;15.45234872;4;0.575659727;1.105736327;2.225499683;-0.097366942;8.1875;3.270814119;10.9;3.68;3.93442623;0.470938944;0.007775046;3.571230662;0.686249914;-3.236001702;15.45234872;4.134229924;0.000269476;0.505497332;0.236358662;0.159687074;1.480136471;0.007775046
18;15;1;72.1789224;4.978121524;0.121966037;0.106848973;0.121959261;0.228571429;0.579710145;40;37.22673892;62.77326108;0.593034969;0.618684745;0.474807273;0.800639587;5.998492606;1.410949061;-1.128980266;7.821481516;4;1.414979885;1.821669996;3.939162291;-0.221148254;7.1175;4.313091505;12.71;3.71;4;1.990777253;0.061219469;5.998492606;1.410949061;-1.128980266;7.821481516;8.540925695;0.000471456;1.597916359;1.438935358;0.795057521;1.809850634;0.061219469
18;16;1;72.49538513;3.664307327;0.066087863;0.129319727;0.065903755;0.197183099;0.628571429;44;90.80275108;9.197248917;9.872816524;1.09900495;0.934826854;0.094686947;6.34961774;1.818823697;-0.804717278;3.472290006;4;1.543032047;3.657175532;7.024846381;-0.456610482;7.4;3.509016956;10.89;3.75;3.935071323;3.308119643;-0.066760419;6.34961774;1.818823697;-0.804717278;3.472290006;9.394402035;0.000828805;4.644911302;1.393306036;0.526134526;2.648193507;-0.066760419
18;17;0;77.00101317;5.415777169;0.059721576;0.143212789;0.059717855;0.266666667;0.540540541;40;81.49074466;18.50925534;4.402702496;1.710971196;0.419756277;0.095340595;1.115793618;0.197412121;-2.97783487;18.74631788;4;0.297744989;0.563005747;1.13691748;-0.07103719;5.8975;2.900510013;9.99;3.62;4.001333778;0.038971545;0.001263524;1.115793618;0.197412121;-2.97783487;18.74631788;1.654816992;0.000135954;0.002621724;0.018787808;0.044512114;0.422083037;0.001263524
18;18;0;76.07691662;4.445929897;0.047644517;0.106003096;0.047644097;0.173333333;0.489932886;73;80.40039925;19.59960075;4.102144747;1.654647614;0.437104168;0.106555033;1.731758109;0.682791699;0.275027461;1.964138471;4;0.297744989;0.563005747;1.13691748;-0.07103719;5.8975;2.900510013;9.99;3.62;2.000166681;0.466204505;0.018125643;1.731758109;0.682791699;0.275027461;1.964138471;3.019789766;0.000135954;0.77205054;0.089734719;0.05138971;1.746161236;0.018125643
18;19;0;75.66964286;4.167025791;0.041155532;0.088489602;0.041154932;0.124444444;0.504464286;113;79.98200769;20.01799231;3.995505966;2.125642582;0.631061778;0.157942895;2.005218475;0.705734299;-0.28486265;1.841882268;4;0.297744989;0.563005747;1.13691748;-0.07103719;5.8975;2.900510013;9.99;3.62;1.333407412;0.498060901;0.010741481;2.005218475;0.705734299;-0.28486265;1.841882268;3.020154184;0.000135954;0.952751835;0.02246694;0.016048872;1.399907673;0.010741481
18;20;0;75.25083612;4.409060025;0.03889786;0.081557069;0.03889786;0.117056856;0.526845638;157;78.38426152;21.61573848;3.626258784;1.534161495;0.506846331;0.139771142;2.27466482;0.7003678;-0.060748041;2.088896212;4;0.383220555;0.73665897;1.483746855;-0.076816416;5.91;2.920034246;9.99;3.64;1.000041668;0.490515055;0.00153835;2.27466482;0.7003678;-0.060748041;2.088896212;3.435712695;0.000177386;0.952977766;0.01818636;0.00861707;2.110503844;0.00153835
18;21;0;76.93848928;4.428174988;0.045757335;0.086430828;0.045757148;0.11227154;0.52617801;201;79.68745489;20.31254511;3.923065989;2.446080321;0.801216312;0.204232178;2.434468013;0.816611321;0.278011947;2.561274014;4;0.44721308;0.867259722;1.7440113;-0.081856545;5.9175;2.934704698;9.99;3.66;0.800053337;0.66685405;-0.001260833;2.434468013;0.816611321;0.278011947;2.561274014;5.137784177;0.00020846;1.122675295;0.12821646;0.060440628;2.121362124;-0.001260833
20;0;1;106.8774331;2.435613447;0.014656842;0.029967747;0.014656825;0.011061947;0.115299335;52;82.39356034;17.60643966;4.679740023;0.747141092;1.061224201;0.226769905;14.39958433;3.703883476;-1.245975913;3.864409152;29;1.063513999;1.661321271;6.978815223;-0.294475776;4.584482759;2.687498287;11.06;0.68;6.825670799;13.71875281;0.02948563;14.39958433;3.703883476;-1.245975913;3.864409152;19.69826959;0.000844342;24.97779787;1.523923765;0.728752458;2.09114048;0.02948563
20;1;1;104.8121292;2.921994874;0.033848402;0.04422949;0.033848268;0.047619048;0.182692308;19;69.97978816;30.02021184;2.331089085;0.166565731;1.360898441;0.583803704;14.0132545;2.220397216;-4.9249546;28.68886161;7;2.352261994;4.422775371;12.34983243;0.340654863;4.764285714;3.405137575;9.84;1.09;6.885245902;4.930163796;0.047342438;14.0132545;2.220397216;-4.9249546;28.68886161;16.4872862;0.001512429;0.708018876;4.374852909;3.782849821;1.156496587;0.047342438
20;2;1;101.9687027;3.558491821;0.02611513;0.046877398;0.02606607;0.08;0.333333333;33;80.30055644;19.69944356;4.076285514;0.404393556;1.418812095;0.348064946;13.8619041;2.311103256;-4.218848227;23.64395252;7;1.908832547;4.544422002;12.18841729;-0.349309998;4.202857143;3.145810517;10.62;0.85;7.001166861;5.34119826;-0.006200373;13.8619041;2.311103256;-4.218848227;23.64395252;16.21389448;0.001538324;2.84604072;3.503960989;3.621699045;0.967490933;-0.006200373
20;3;1;99.35789118;3.452934466;0.026997518;0.042489678;0.026987871;0.06185567;0.322916667;31;74.94160571;25.05839429;2.990678686;0.154190199;1.532523925;0.512433493;16.48028696;2.795945865;-3.814644284;21.74754776;5;3.482375068;7.151710358;16.20643442;-0.65251935;5.524;4.201193878;10.02;1.1;5;7.817313282;0.034829646;16.48028696;2.795945865;-3.814644284;21.74754776;21.59099334;0.001906031;0.646000015;7.834735917;6.592434125;1.188443566;0.034829646
20;4;1;104.44482;2.656058138;0.022162501;0.039554022;0.022162285;0.029411765;0.217821782;22;74.91632669;25.08367331;2.986656929;0.308470884;1.425890984;0.477420413;14.59491767;2.739849657;-2.466612932;14.60038375;5;2.875632652;6.748031493;14.92858176;-0.748182056;4.782;3.610300542;8.71;1.05;4.996668887;7.506776144;-0.043944126;14.59491767;2.739849657;-2.466612932;14.60038375;19.965534;0.001802451;4.218356593;6.535383781;3.560754415;1.835393015;-0.043944126
20;5;1;98.14722083;3.685235129;0.023746948;0.038136108;0.023682187;0.041237113;0.291666667;28;65.15803095;34.84196905;1.870101855;0.276436582;1.185965712;0.634171721;15.14304146;2.458212548;-4.575536913;26.41805817;5;3.114688035;5.606912955;13.0759084;-0.244126723;6.282;3.384194143;11.02;2.56;4.995004995;6.042808929;0.058607334;15.14304146;2.458212548;-4.575536913;26.41805817;18.79466805;0.001641903;0.70473359;4.913889953;5.013107105;0.980208452;0.058607334
20;6;1;100.0168379;3.302384578;0.03098716;0.047000859;0.030986992;0.051020408;0.298969072;29;67.07872585;32.92127415;2.037549505;0.215985857;1.323919155;0.649760485;14.99869777;2.885736797;-2.22470516;13.30359718;5;3.52095204;6.959144316;15.92847338;-0.004685943;6.748;4.166733733;10.62;0.97;4.999166806;8.327476861;-0.047279815;14.99869777;2.885736797;-2.22470516;13.30359718;21.19267349;0.001880136;5.090394541;5.964632831;4.584873959;1.300937144;-0.047279815
20;7;1;98.78169246;3.241221718;0.037118429;0.050172104;0.037109632;0.090909091;0.285714286;28;64.8473387;35.1526613;1.844734831;0.220595789;1.228760475;0.66609057;16.64903994;2.971072531;-3.313071308;17.64954694;5;3.747903826;6.59069745;15.51213378;0.176107426;4.732;3.179421331;9.87;2.21;4.920452682;8.827271987;0.061235672;16.64903994;2.971072531;-3.313071308;17.64954694;20.62118187;0.001874957;5.139913195;6.457988397;4.842069615;1.333724814;0.061235672
20;8;1;99.61036761;3.628541227;0.025746584;0.043467112;0.025711679;0.030927835;0.302083333;29;75.78843405;24.21156595;3.130257424;0.341560919;1.397320383;0.446391524;14.47502548;2.430449268;-3.815680163;22.09234706;6;2.634078124;5.673833003;14.03813446;-1.467280865;4.83;3.420292385;10.7;1.18;5.997001499;5.907083646;0.034852061;14.47502548;2.430449268;-3.815680163;22.09234706;18.4890891;0.001823167;0.438456012;5.554790287;4.693540157;1.183496913;0.034852061
20;9;1;98.16559246;3.585716258;0.020278671;0.031854236;0.020278414;0.040816327;0.24742268;24;60.592789;39.407211;1.537606633;0.421675958;1.047557622;0.68129104;12.14508116;2.416855672;-2.542239379;12.45264851;6;1.787746938;3.69347966;9.2719841;-0.28363446;5.125;2.86083729;8.97;1.4;5.901639344;5.841191337;0.084752437;12.14508116;2.416855672;-2.542239379;12.45264851;15.08164799;0.001113648;5.71270006;3.005867522;2.348313867;1.280010975;0.084752437
20;10;1;95.0338228;3.759102592;0.030017539;0.04106955;0.030010894;0.084210526;0.372340426;35;75.69517919;24.30482081;3.114410091;0.576616059;1.151986415;0.369889122;16.89515252;3.753853728;-0.928245815;8.088475805;4;4.055146305;10.66213899;19.70857457;-4.251691183;7.9675;6.98764326;16.46;0.96;3.935071323;14.09141781;-0.096016137;16.89515252;3.753853728;-0.928245815;8.088475805;26.07870524;0.002392854;10.86806174;10.91886518;5.588495734;1.953811133;-0.096016137
20;11;1;95.94344386;3.875295494;0.029300352;0.038025214;0.029290887;0.095744681;0.387096774;36;60.22317727;39.77682273;1.514026841;0.149371644;1.170599984;0.773169901;16.12723258;2.862876805;-3.002995062;17.93249862;5;4.393881053;6.940208049;16.79072923;0.870834225;5.998;2.858438385;10.49;3.75;5;8.196063602;-0.021972804;16.12723258;2.862876805;-3.002995062;17.93249862;22.24047754;0.002040684;3.15614593;7.881240984;5.408041818;1.457318795;-0.021972804
20;12;1;95.94344386;3.875295494;0.029300352;0.038025214;0.029290887;0.095744681;0.387096774;36;60.22317727;39.77682273;1.514026841;0.149371644;1.170599984;0.773169901;16.12723258;2.862876805;-3.002995062;17.93249862;5;4.393881053;6.940208049;16.79072923;0.870834225;5.998;2.858438385;10.49;3.75;5;8.196063602;-0.021972804;16.12723258;2.862876805;-3.002995062;17.93249862;22.24047754;0.002040684;3.15614593;7.881240984;5.408041818;1.457318795;-0.021972804
20;13;1;96.08006672;4.234422799;0.029055301;0.046611644;0.02905225;0.094736842;0.436170213;41;84.31186994;15.68813006;5.374245981;0.154123821;1.672087915;0.31112977;15.58715898;2.591142907;-4.42940327;24.67734063;5;3.559966052;5.066268248;12.56639173;0.70140097;5.61;3.108239051;11.09;3.7;4.922067268;6.714021564;0.065063352;15.58715898;2.591142907;-4.42940327;24.67734063;17.99191534;0.001470997;4.041864539;4.39117691;4.033832142;1.088586921;0.065063352
20;14;1;94.38430311;5.174331177;0.033394871;0.041150075;0.033394871;0.119565217;0.428571429;39;46.0711056;53.9288944;0.854293531;0.41131277;0.793545301;0.928890683;13.07279726;2.142906251;-4.367201275;25.23049101;5;2.598477837;5.271867015;11.94035926;-0.446933083;6.082;2.743550619;9.47;2.9;5.000833472;4.592047201;0.014064402;13.07279726;2.142906251;-4.367201275;25.23049101;16.18810732;0.00145546;1.68007137;3.64477269;3.216936639;1.132994864;0.014064402
20;15;1;95.23809524;4.930237493;0.029766113;0.048465825;0.029765337;0.096774194;0.423913043;39;57.09119153;42.90880847;1.330523815;0.493424449;0.975872501;0.733449856;13.85416434;2.518941661;-3.161786962;16.88313292;3;3.658202966;7.67954383;12.51435549;-1.159508162;8.32;4.102109214;11.71;3.76;3;6.345067093;-0.023624271;13.85416434;2.518941661;-3.161786962;16.88313292;16.7804059;0.001512429;4.643434661;3.080446445;4.56070399;0.675432225;-0.023624271
